Materialnr.;Unnamed: 1;Artikelbezeichnung;Artikelbezeichnung 2;"Waren
gruppe";" Artkel 
VK 01.01.19 ";" Material/
100mm
01.01.2019 "; Schnitt ; Preiseinheit ;Max. Zuschnitt; Sonder Rabatte 
0.0.265.30;203600701;Bodenbefestigung für Trapezteller 80;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.464.39;204500601;Gelenk 20 Nut 5/6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.464.43;204500602;Gelenk 20 mit Klemmhebel Nut 5/6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.373.93;204500604;Gelenk 40 mit Klemmhebel Nut 8;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.373.91;204500605;Gelenk 40x80 Nut 8;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.265.31;204532235;Gelenk 40 Nut 8;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.196.65;205400100;Clip-Kabelbinder mit Gummi Nut 8;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.388.20;205610004;Kugelschnäpper schwer, SW13;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.475.06;205610200;Befestigungswinkel für Kugelschnäpper;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.026.21;206500001;"Greifschale Nut 8; 210x105x40 ";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.026.20;206500002;"Greifschale Nut 8; 110x105x40";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.627.44;206539847;Steckdosenleiste 5-fach mit Wippschalter;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.388.70;208520020;Hubtürführungssatz Nut 8;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
208999102;208999102;Türprofil;inkl. Befestigungsmaterial;010141; auf Anfrage ;;;1.0;;
0.0.003.72;212300600;Nutenstein einschwenkbar Nut12 M6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.003.63;212300601;Nutenstein einschwenkbar Nut12 M8;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.003.64;212300602;Nutenstein einschwenkbar Nut12 M10;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.003.65;212300603;Nutenstein einschwenkbar Nut12 M12;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.003.35;212311008;Schraubverbinder Nut12;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.452.17;251000000;Griffleistenprofil, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.432.28;251000100;Abdeckkappensatz für Griffleistenprofil;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.432.09;251000999;Griffleistenprofil Zuschnitt, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.391.12;251005001;Abdeckkappe 10x20, Nut5 schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.026.79;251005002;Abdeckkappe 16x40, Nut8, schwarz ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.265.98;251005003;Abdeckkappe 16x80, Nut8, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.388.87;251005004;Abdeckkappe 18x32, Nut 8 schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.09;251005005;Abdeckkappe 20x20, Nut5 schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.11;251005006;Abdeckkappe 20x40, Nut5, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.425.53;251005007;Abdeckkappe 20x60, Nut5, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.464.45;251005020;Potentialausgleich Nut5 mit Gewindestift;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.13;251005023;Abdeckkappe 40x40 Nut5, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.425.71;251005029;Abdeckkappe R20 90°, Nut5, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.425.56;251005036;"Abdeckkappe 60x40 Nut 5; T=2,5 mm";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.92;251005038;"Abdeckkappe 80x20 Nut 5; T=2,5 mm";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.391.14;251005039;"Abdeckkappe 10x40; Nut 5; T = 2,5 mm";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.79;251006007;Abdeck- und Einfaßprofil Nut 5, Natur;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.391.73;251006007;Abdeck- und Einfaßprofil Nut 5, Natur;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.80;251006008;Abdeck- und Einfaßprofil Nut 5, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.391.74;251006008;Abdeck- und Einfaßprofil Nut 5, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.437.12;251010001;Scheibendichtung Nut 5 Schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.448.03;251201000;Aluminiumprofil 20x10, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.391.02;251201901;Aluminiumprofil 20x10, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.448.04;251202000;Aluminiumprofil 20x20, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.437.99;251202010;Aluminiumprofil 20x20 1N, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.464.01;251202020;Aluminiumprofil 20x20 2N90, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.448.19;251202090;Aluminiumprofil R20 90°, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.03;251202901;Aluminiumprofil 20x20, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.437.74;251202911;Aluminiumprofil 20x20 1N, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.437.66;251202921;Aluminiumprofil 20x20 2N90, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.425.43;251202991;Aluminiumprofil R20 90°, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.448.06;251401000;Aluminiumprofil 40x10, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.391.06;251401099;Aluminiumprofil 40x10, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.631.00;251402000;Aluminiumprofil 40x20, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.464.03;251402010;Aluminiumprofil 40x20 2N, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.04;251402901;Aluminiumprofil 40x20, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.437.75;251402911;Aluminiumprofil 40x20 2N, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.448.09;251404000;Aluminiumprofil 40x40, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.05;251404901;Aluminiumprofil 40x40, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.448.11;251602000;Aluminiumprofil 60x20, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.425.44;251602901;Aluminiumprofil 60x20, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.425.10;252200131;Nutenstein einschwenkbar mit Federkugel;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.425.11;252200132;Nutenstein einschwenkbar mit Federkugel;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.437.19;252200134;Nutenstein einschwenkbar m. Führungsste;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.06;252200135;Nutenstein einschwenkbar m. Führungsste;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.01;252200136;Nutenstein einschwenkbar m. Führungsste;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.425.03;252300100;Winkel 20x20 Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.425.06;252300106;Winkel 40x40 Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.425.05;252300114;Winkel 40x40, Nut 5, inkl. Befestigung ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.32;252305100;Set Uni-Stoßverbinder Nut 5 ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.27;252310001;Set Unvierbinder Nut 5 mit Führungsnase;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.437.73;252310003;Abdeckkappe für Eckwinkel 20 - Eckform;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.425.94;252310004;Abdeckkappe für Eckwinkel 20 - Rundform;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.642.11;252310010;"Eckwinkel 20 Nut 5; inkl. 3 Schrauben M5";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.437.96;252310011;"Eckwinkel 20 Nut 5; inkl. 3 Schrauben ";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.425.97;252310012;Eckwinkel 20 Nut 5,  inkl. 3 Schrauben I;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.437.83;252311006;"Gelenkwinkel 20; Nut5";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.612.14;252311008;Schraubverbinder Nut5 inkl. Schraube ISO;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.19;252528570;Bohrvorrichtung Nut5 D4,3 / D12;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.437.33;252600014;"Kunststoffscharnier doppelt; ";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.391.60;252652007;"Automatikverbinder Nut5; inkl.";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.464.18;252652010;Automatik-Stoßverbinder Set, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.464.19;252652014;Automatik-Stoßverbinder Set, Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.437.46;252652020;Automatikverbinder Nut5 inkl. Nutenstein;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.672.88;252652022;"Automatik-Combiverbinder 20; Nut5,";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.97;253218001;Laufrolle D=19mm Nut 5 ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.3.001.80;255100102;Erdungsanschluss Nut5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.391.32;255610500;Magnetverschluss Nut 5, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.370.71;255615001;Uniblock 14 mit Vierkantmutter M4 Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.437.24;255615100;Klemmblock Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.641.59;255615103;Klemmblock Nut 5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.459.65;261005003;Potentialausgleich Nut6 mit Gewindestift;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.25;261005008;Abdeckkappe 30x120, Nut6, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.22;261005009;Abdeckkappe 30x30, Nut6, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.23;261005010;Abdeckkappe 30x60, Nut6, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.24;261005023;Abdeckkappe 60x60, Nut6, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.434.74;261005024;Abdeckkappe 30x30 45°, Nut6, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.434.75;261005028;ABDK Profil R30 90°, Nut6, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.26;261005040;"Abdeckkappe 120x60 Nut 6; T=3,0 mm";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.478.09;261005041;"Abdeckkappe 30x12 Nut 6; T=3,0 mm";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.439.39;261006006;Abdeckprofil NBR, Nut 6, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.439.34;261006006;Abdeckprofil NBR, Nut 6, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.431.01;261006013;Abdeck- und Einfaßprofil Nut 6, schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.48;261006014;Abdeck- und Einfaßprofil Nut 6, natur;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.439.20;261010002;Scheibendichtung Nut 6 Schwarz;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.451.17;261120300;Aluminiumprofil 120x30, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.451.39;261120310;Aluminiumprofil 120x30L, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.08;261120399;Aluminiumprofil 120x30L, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.451.19;261120600;Aluminiumprofil 120x60L, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.451.18;261120601;Aluminiumprofil 120x60, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.10;261120690;Aluminiumprofil 120x60L, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.05;261120691;Aluminiumprofil 120x60, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.04;261120901;Aluminiumprofil 120x30, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.451.20;261300001;Aluminiumprofil R30L 90°, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.434.73;261300901;Aluminiumprofil R30L 90°, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.451.07;261303000;Aluminiumprofil 30x30L, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.451.04;261303010;Aluminiumprofil 30x30L 1N, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.451.06;261303020;Aluminiumprofil 30x30L 2N90, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.451.05;261303030;Aluminiumprofil 30x30L 2N180, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.451.08;261303045;Aluminiumprofil 30x30L 45°, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.451.03;261303050;Aluminiumprofil 30x30, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.06;261303901;Aluminiumprofil 30x30L, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.439.43;261303911;Aluminiumprofil 30x30L 1N, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.439.45;261303921;Aluminiumprofil 30x30L 2N90, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.439.44;261303931;Aluminiumprofil 30x30L 2N180, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.434.72;261303945;Aluminiumprofil 30x30L 45°, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.01;261303951;Aluminiumprofil 30x30, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.451.14;261603000;Aluminiumprofil 60x30L, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.451.09;261603050;Aluminiumprofil 60x30, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.07;261603901;Aluminiumprofil 60x30L, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.02;261603951;Aluminiumprofil 60x30, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.451.16;261606000;Aluminiumprofil 60x60L, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.451.15;261606050;Aluminiumprofil 60x60, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.09;261606901;Aluminiumprofil 60x60L, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.03;261606951;Aluminiumprofil 60x60, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.439.72;262200104;Nutenstein einschwenkbar mit Federkugel ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.439.75;262200105;Nutenstein einschwenkbar mit Federkugel ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.459.44;262200106;Nutenstein einschwenkbar mit Federkugel ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.46;262200107;Nutenstein einschwenkbar mit Federkugel ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.43;262200108;Nutenstein einschwenkbar mit Federkugel ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.40;262200109;Nutenstein einschwenkbar mit Federkugel ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.431.04;262200143;Nutenstein einschwenkbar Nut6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.459.78;262200144;Doppelnutenstein einschwenkbar Nut6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.459.82;262200145;Doppelnutenstein einschwenkbar Nut6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.459.80;262200146;Doppelnutenstein einschwenkbar Nut6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.459.84;262200147;Doppelnutenstein einschwenkbar Nut6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.615.73;262200148;Doppelnutenstein einschwenkbar Nut6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.615.76;262200149;Doppelnutenstein einschwenkbar Nut6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.610.10;262200150;Doppelnutenstein einschwenkbar Nut6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.63;262300102;Winkel 30x30 Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.68;262300117;Winkel 30x60 Nut 6, Inkl. Befestigung ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.67;262300201;Winkel 30x30, Nut 6, silber pulverb.;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.53;262305101;Set Uni-Stoßverbinder Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.52;262310002;Set Unvierbinder Nut 6 mit Führungsnase;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.434.83;262310006;Abdeckkappe für Eckwinkel 30 - Rundform;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.434.84;262310007;Abdeckkappe für Eckwinkel 30 - Eckform;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.643.13;262310011;Eckwinkel 30 Nut 6, ESD,Zinkdruckguss;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.434.88;262310012;Eckwinkel 30 Nut 6, ESD, inkl. 3 Schraub;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.434.87;262310013;Eckwinkel 30 Nut 6, ESD, inkl. 3 Schraub;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.642.13;262310014;Eckwinkel 30 Nut 6, ESD, inkl. 3 Schraub;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.636.18;262310015;Abdeckkappe für Eckwinkel - Eckform;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.14;262311006;"Schraubverbinder Nut6; inkl. Schraube";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.612.04;262311006;"Schraubverbinder Nut6; inkl. Schraube";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.441.98;262311500;"Klemmwinkel 30; Nut 6, ";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.441.99;262311501;"Klemmwinkel 30; Nut 6, mit Klemmhebel";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.459.70;262321003;Winkelelement T1-30 Nut6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.459.72;262321004;Winkelelement T2-30 Nut6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.459.74;262321005;Winkelelement T1-60 Nut6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.459.76;262321006;Winkelelement T2-60 Nut6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.425.04;262523504;"Abdeckkappe für Winkel 20x20; Nut 5 ";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.64;262523509;"Abdeckkappe für Winkel 30x30; Nut 6 ";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.434.25;262528571;Bohrvorrichtung Nut8 D5,5/D16;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.431.27;262600015;"Kunststoffscharnier doppelt; ";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.441.58;262600026;Zinkdruckguss-Scharnier 30, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.71;262652008;Automatikverbinder Nut6, inkl. ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.74;262652011;Automatik-Stoßverbinder Set, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.441.71;262652015;Automatik-Stoßverbinder Set, Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.441.67;262652021;Automatikverbinder Nut6, inkl. ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.672.86;262652023;"Automatik-Combiverbinder 30; Nut6,";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.672.87;262652024;"Automatik-Combiverbinder 60; Nut6,";siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.79;263218002;Laufrolle D=29 mm Nut 6 ;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.85;264500600;Gelenk 30 mit Klemmhebel Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.80;264500603;Gelenk 30 Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.3.004.62;265100101;Erdungsanschluss Nut6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.419.58;265615010;Befestigungsblock mit Mutter Nut 6 M5;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
0.0.439.66;265615102;Klemmblock Nut 6;siehe Artikelummer I-40, ITEM auf Anfrage;--; auf Anfrage ;;;;;
